mileage,make,model,fuel,gear,offerType,price,hp,year of sale
20970,Ford,Puma,Gasoline,Manual,Used,20990,125.0,2020
3500,Skoda,Citigo,Electric,Automatic,Used,23882,83.0,2020
24801,Volkswagen,Tiguan,Diesel,Manual,Used,24950,150.0,2020
1691,Volkswagen,Caddy,Gasoline,Manual,Employee's car,25950,131.0,2020
18,Volkswagen,Tiguan,Gasoline,Manual,Used,28745,131.0,2020
7159,Ford,Focus,Gasoline,Manual,Used,28790,280.0,2020
13395,Volkswagen,Sharan,Diesel,Automatic,Used,29480,150.0,2020
17500,Opel,Vivaro,Diesel,Manual,Used,29990,120.0,2020
9471,Volkswagen,T-Roc,Gasoline,Manual,Employee's car,26990,150.0,2020
12036,Volkswagen,Touran,Gasoline,Automatic,Employee's car,27890,150.0,2020
8036,Volkswagen,Golf Variant,Gasoline,Manual,Employee's car,27890,150.0,2020
18326,Volkswagen,Golf,Gasoline,Manual,Employee's car,28490,150.0,2020
5000,Ford,Kuga,Electric/Gasoline,Automatic,Used,34490,224.0,2020
14625,Volkswagen,Golf Variant,Gasoline,Automatic,Employee's car,29999,150.0,2020
4000,Volkswagen,Tiguan,Gasoline,Automatic,Used,30500,150.0,2020
19380,Volkswagen,Tiguan,Diesel,Automatic,Used,30740,150.0,2020
7190,Volkswagen,Golf,Gasoline,Automatic,Demonstration,30870,150.0,2020
28767,Volkswagen,Golf GTI,Gasoline,Automatic,Used,30900,245.0,2020
24422,Volkswagen,Sharan,Gasoline,Automatic,Employee's car,30950,150.0,2020
21610,Volkswagen,Sharan,Gasoline,Automatic,Employee's car,30950,150.0,2020
5101,Ford,Transit Custom,Diesel,Automatic,Employee's car,30970,131.0,2020
250,Volkswagen,Golf,Gasoline,Automatic,Demonstration,30988,150.0,2020
11943,Renault,Talisman,Diesel,Automatic,Used,30990,200.0,2020
21576,Volkswagen,T-Roc,Gasoline,Automatic,Demonstration,31111,150.0,2020
16000,Volkswagen,Tiguan,Gasoline,Automatic,Used,31440,150.0,2020
15000,Skoda,Superb,Gasoline,Automatic,Demonstration,31444,150.0,2020
17974,Renault,Talisman,Gasoline,Automatic,Used,31490,224.0,2020
11455,Renault,Talisman,Gasoline,Automatic,Used,31490,224.0,2020
919,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
1305,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
1368,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
5000,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
3847,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
3958,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
7000,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
4505,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
13484,Renault,Twingo,Gasoline,Manual,Used,10690,73.0,2020
14854,Renault,Talisman,Gasoline,Automatic,Used,31590,224.0,2020
5470,Volkswagen,T-Roc,Diesel,Automatic,Used,31740,150.0,2020
19800,Volkswagen,Passat,Gasoline,Automatic,Demonstration,31880,150.0,2020
10016,Volkswagen,Golf GTI,Gasoline,Automatic,Used,32690,245.0,2020
16664,Volkswagen,Golf GTI,Gasoline,Automatic,Used,32690,245.0,2020
6600,Skoda,Fabia,Gasoline,Manual,Used,11285,60.0,2020
6000,Skoda,Fabia,Gasoline,Manual,Used,11285,60.0,2020
11727,Renault,Twingo,Gasoline,Manual,Used,11489,73.0,2020
99,Skoda,Fabia,Gasoline,Manual,Pre-registered,11490,60.0,2020
99,Skoda,Fabia,Gasoline,Manual,Pre-registered,11490,60.0,2020
4000,Ford,Fiesta,Gasoline,Manual,Employee's car,11790,75.0,2020
10,Renault,Twingo,Gasoline,Manual,Used,11970,73.0,2020
5000,Skoda,Fabia,Gasoline,Manual,Demonstration,12380,60.0,2020
15,Ford,Fiesta,Gasoline,Manual,Used,12590,75.0,2020
9900,Volkswagen,Passat Variant,Diesel,Automatic,Employee's car,49890,190.0,2020
6795,Volkswagen,Golf,Diesel,Automatic,Employee's car,32955,150.0,2020
22500,Volkswagen,Tiguan,Gasoline,Automatic,Employee's car,33333,150.0,2020
5921,Ford,Galaxy,Diesel,Automatic,Employee's car,33470,190.0,2020
7402,Ford,S-Max,Diesel,Automatic,Employee's car,33470,190.0,2020
9999,Volkswagen,Golf,Diesel,Automatic,Demonstration,33570,150.0,2020
9890,Volkswagen,Passat Variant,Gasoline,Automatic,Demonstration,33889,190.0,2020
7520,Renault,Megane,Gasoline,Automatic,Used,33990,300.0,2020
5156,Volkswagen,Tiguan,Diesel,Automatic,Employee's car,34450,150.0,2020
9720,Volkswagen,Golf,Gasoline,Automatic,Used,34864,150.0,2020
450,Ford,Kuga,Electric/Gasoline,Automatic,Used,34870,224.0,2020
11800,Ford,Fiesta,Gasoline,Manual,Used,12750,86.0,2020
17188,Ford,Fiesta,Gasoline,Manual,Used,12750,86.0,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,12790,75.0,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,12790,75.0,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,12790,75.0,2020
11372,Ford,Fiesta,Gasoline,Manual,Used,12950,86.0,2020
6516,Ford,Fiesta,Gasoline,Manual,Used,12950,86.0,2020
8287,Ford,Fiesta,Gasoline,Manual,Used,12950,86.0,2020
6500,Volkswagen,up!,Gasoline,Manual,Employee's car,12985,60.0,2020
6100,Volkswagen,up!,Gasoline,Manual,Employee's car,12985,60.0,2020
6500,Renault,Twingo,Gasoline,Manual,Demonstration,9960,73.0,2020
5000,Renault,Twingo,Gasoline,Manual,Used,10260,73.0,2020
250,Renault,ZOE,Electric,Automatic,Demonstration,10880,58.0,2020
1510,Renault,Twingo,Gasoline,Manual,Demonstration,11680,73.0,2020
910,Skoda,Fabia,Gasoline,Manual,Demonstration,11750,60.0,2020
18318,Ford,Fiesta,Gasoline,Manual,Used,12424,95.0,2020
13375,Renault,Twingo,Gasoline,Automatic,Used,13890,92.0,2020
7156,Renault,Twingo,Gasoline,Automatic,Used,13950,92.0,2020
3723,Renault,Clio,Gasoline,Manual,Used,14791,101.0,2020
100,Renault,ZOE,Electric,Automatic,Pre-registered,9880,72.0,2020
18098,Renault,Twingo,Gasoline,Manual,Used,10490,92.0,2020
17784,Renault,Twingo,Gasoline,Manual,Used,10590,92.0,2020
15133,Renault,Twingo,Gasoline,Manual,Used,10590,92.0,2020
13374,Renault,Twingo,Gasoline,Manual,Used,10690,92.0,2020
13038,Renault,Twingo,Gasoline,Manual,Used,10790,92.0,2020
10164,Renault,Twingo,Gasoline,Manual,Used,10790,92.0,2020
7489,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
7322,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
8245,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
19890,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
10126,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
12760,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
14464,Renault,Twingo,Gasoline,Manual,Used,10990,92.0,2020
13059,Renault,Twingo,Gasoline,Manual,Used,11290,73.0,2020
12425,Renault,Twingo,Gasoline,Manual,Used,11489,92.0,2020
2727,Renault,Twingo,Electric,Automatic,Demonstration,11780,42.0,2020
12776,Renault,Twingo,Gasoline,Manual,Used,9790,90.0,2020
491,Ford,Fiesta,Gasoline,Manual,Used,10390,75.0,2020
626,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
4300,Ford,Fiesta,Gasoline,Manual,Employee's car,10390,75.0,2020
9118,Renault,Twingo,Gasoline,Manual,Used,10990,69.0,2020
1001,Renault,Twingo,Electric,Automatic,Demonstration,11080,82.0,2020
20,Ford,Fiesta,Gasoline,Manual,Pre-registered,12790,75.0,2020
200,Renault,Clio,Diesel,Manual,Demonstration,13380,90.0,2020
6103,Renault,Clio,Gasoline,Manual,Used,14290,101.0,2020
1501,Renault,Twingo,Gasoline,Automatic,Used,14489,92.0,2020
6619,Skoda,Superb,Gasoline,Automatic,Used,34955,190.0,2020
18250,Volkswagen,T-Roc,Diesel,Automatic,Employee's car,34970,150.0,2020
20280,Ford,Tourneo Custom,Diesel,Automatic,Used,35600,185.0,2020
9000,Skoda,Octavia,Diesel,Automatic,Demonstration,35744,184.0,2020
9980,Volkswagen,Tiguan,Gasoline,Automatic,Employee's car,35870,230.0,2020
55,Ford,Kuga,Diesel,Automatic,Demonstration,36470,190.0,2020
10550,Ford,Tourneo Custom,Diesel,Automatic,Used,36700,185.0,2020
13800,Volkswagen,Passat Variant,Electric/Gasoline,Automatic,Used,36740,218.0,2020
14360,Volkswagen,T-Roc,Diesel,Automatic,Used,36740,190.0,2020
15750,Volkswagen,T-Roc,Diesel,Automatic,Used,36740,190.0,2020
12200,Volkswagen,Passat Variant,Gasoline,Automatic,Used,36880,272.0,2020
9087,Ford,Fiesta,Gasoline,Manual,Used,13250,86.0,2020
5600,Ford,Fiesta,Gasoline,Manual,Used,13250,86.0,2020
10550,Ford,Fiesta,Gasoline,Manual,Used,13250,86.0,2020
19629,Ford,Fiesta,Gasoline,Manual,Used,13350,86.0,2020
7500,Ford,Fiesta,Gasoline,Manual,Demonstration,13430,75.0,2020
5900,Skoda,Fabia,Gasoline,Manual,Demonstration,13485,60.0,2020
44600,Volkswagen,Polo,Gasoline,Manual,Employee's car,13490,95.0,2020
5150,Ford,Fiesta,Gasoline,Manual,Employee's car,13580,75.0,2020
91900,Ford,Tourneo Courier,Diesel,Manual,Used,15490,101.0,2020
5000,Renault,Clio,Gasoline,Manual,Demonstration,15960,67.0,2020
2000,Renault,ZOE,Electric,Automatic,Used,16670,109.0,2020
50,Opel,Corsa,Gasoline,Automatic,Pre-registered,16849,101.0,2020
5000,Renault,Clio,Gasoline,Automatic,Demonstration,16860,101.0,2020
14099,Ford,Focus,Gasoline,Manual,Used,17346,125.0,2020
17140,Ford,Focus,Gasoline,Manual,Used,17385,125.0,2020
200,Renault,Kangoo,Diesel,Manual,Used,17790,110.0,2020
16800,Renault,Clio,Gasoline,Automatic,Used,17950,131.0,2020
9790,Renault,Clio,Gasoline,Manual,Used,12790,76.0,2020
4897,Renault,Clio,Gasoline,Manual,Used,12890,76.0,2020
12657,Renault,Clio,Gasoline,Manual,Used,12890,76.0,2020
1001,Renault,Clio,Diesel,Manual,Demonstration,13380,90.0,2020
400,Renault,Twingo,Gasoline,Automatic,Employee's car,13490,92.0,2020
13638,Renault,Clio,Gasoline,Manual,Used,13790,101.0,2020
8100,Renault,ZOE,Electric,Automatic,Demonstration,13880,69.0,2020
9486,Renault,Clio,Gasoline,Manual,Used,13990,101.0,2020
17,Skoda,Fabia,Gasoline,Manual,Pre-registered,13990,95.0,2020
2511,Opel,Corsa,Gasoline,Manual,Used,14250,101.0,2020
252,Renault,Clio,Gasoline,Manual,Used,14470,90.0,2020
9,Ford,Fiesta,Gasoline,Manual,Demonstration,14470,101.0,2020
8828,Renault,ZOE,Electric,Automatic,Used,14990,69.0,2020
11637,Renault,ZOE,Electric,Automatic,Used,14990,69.0,2020
1001,Renault,Kangoo,Electric,Automatic,Demonstration,15580,60.0,2020
38719,Renault,Megane,Gasoline,Manual,Used,15590,140.0,2020
20736,Renault,Captur,Gasoline,Manual,Used,15890,101.0,2020
30500,Renault,Clio,Gasoline,Automatic,Used,15890,131.0,2020
50,Renault,Clio,Gasoline,Manual,Demonstration,16290,101.0,2020
250,Ford,Fiesta,Electric/Gasoline,Manual,Used,16450,125.0,2020
19709,Ford,Fiesta,Gasoline,Manual,Employee's car,16750,125.0,2020
3381,Ford,Fiesta,Gasoline,Manual,Employee's car,16750,125.0,2020
2069,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,16950,125.0,2020
9570,Ford,EcoSport,Gasoline,Manual,Employee's car,16950,101.0,2020
13447,Ford,EcoSport,Gasoline,Manual,Employee's car,16950,101.0,2020
3488,Opel,Crossland X,Gasoline,Automatic,Employee's car,18710,131.0,2020
3287,Renault,Clio,Gasoline,Manual,Demonstration,18880,140.0,2020
5000,Renault,Captur,Gasoline,Manual,Demonstration,18950,101.0,2020
19921,Volkswagen,Polo,Gasoline,Automatic,Used,18990,95.0,2020
16707,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,19990,131.0,2020
15273,Renault,Duster,Gasoline,Manual,Employee's car,19990,131.0,2020
20375,Ford,EcoSport,Gasoline,Automatic,Used,19990,125.0,2020
18291,Ford,Focus,Gasoline,Manual,Used,19990,101.0,2020
16350,Renault,Captur,Gasoline,Automatic,Used,20489,131.0,2020
6000,Volkswagen,T-Cross,Gasoline,Automatic,Used,20990,116.0,2020
5554,Volkswagen,Caddy,Diesel,Manual,Employee's car,21450,102.0,2020
3650,Ford,Kuga,Gasoline,Manual,Used,21490,120.0,2020
17500,Renault,Captur,Gasoline,Automatic,Demonstration,21960,131.0,2020
16018,Renault,ZOE,Electric,Automatic,Used,14990,69.0,2020
11518,Renault,ZOE,Electric,Automatic,Used,14990,69.0,2020
13303,Renault,Clio,Gasoline,Automatic,Used,15990,101.0,2020
9294,Renault,Clio,Gasoline,Automatic,Used,15990,101.0,2020
9800,Volkswagen,Polo,Gasoline,Manual,Employee's car,16479,95.0,2020
17422,Renault,Clio,Gasoline,Automatic,Used,16490,131.0,2020
11790,Renault,Clio,Gasoline,Automatic,Used,16490,131.0,2020
18627,Renault,Clio,Gasoline,Automatic,Used,16490,131.0,2020
19161,Renault,Clio,Gasoline,Automatic,Used,16490,131.0,2020
8,Ford,Tourneo Courier,Diesel,Manual,Pre-registered,16490,101.0,2020
26585,Renault,Clio,Gasoline,Automatic,Used,16590,131.0,2020
26585,Renault,Clio,Gasoline,Automatic,Used,16590,131.0,2020
15192,Ford,Fiesta,Gasoline,Manual,Used,16950,125.0,2020
10380,Skoda,Fabia,Gasoline,Manual,Employee's car,16990,110.0,2020
3397,Ford,EcoSport,Gasoline,Manual,Used,17250,125.0,2020
5644,Ford,EcoSport,Gasoline,Manual,Used,17350,125.0,2020
12792,Ford,Fiesta,Gasoline,Manual,Employee's car,17450,140.0,2020
1511,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,17550,125.0,2020
2851,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,17550,125.0,2020
12654,Ford,EcoSport,Gasoline,Manual,Used,17550,125.0,2020
1025,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,17650,125.0,2020
7002,Skoda,Scala,CNG,Manual,Demonstration,17680,90.0,2020
9490,Volkswagen,Golf Variant,Gasoline,Manual,Used,17740,116.0,2020
4957,Ford,Fiesta,Gasoline,Manual,Employee's car,17950,125.0,2020
2813,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,17950,125.0,2020
17974,Renault,Kadjar,Gasoline,Manual,Used,18490,140.0,2020
5730,Renault,Clio,Gasoline,Automatic,Used,18490,131.0,2020
13383,Renault,Kadjar,Gasoline,Manual,Used,18490,140.0,2020
25154,Volkswagen,Golf Variant,Diesel,Automatic,Used,22263,150.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,22570,136.0,2020
12062,Renault,Trafic,Diesel,Manual,Used,22990,120.0,2020
3000,Volkswagen,Polo,Gasoline,Automatic,Used,23387,110.0,2020
11772,Renault,Kadjar,Gasoline,Automatic,Employee's car,23470,159.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,23470,136.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,23470,136.0,2020
5000,Renault,Scenic,Gasoline,Automatic,Demonstration,23860,140.0,2020
9432,Volkswagen,Caddy,Diesel,Manual,Employee's car,23900,150.0,2020
7265,Volkswagen,Caddy,Diesel,Manual,Employee's car,24450,102.0,2020
10065,Renault,Clio,Gasoline,Automatic,Used,16590,131.0,2020
22032,Renault,Clio,Gasoline,Automatic,Used,16690,131.0,2020
22032,Renault,Clio,Gasoline,Automatic,Used,16690,131.0,2020
19879,Renault,Clio,Gasoline,Automatic,Used,16690,131.0,2020
14124,Renault,Clio,Gasoline,Automatic,Used,16890,131.0,2020
19316,Renault,Captur,Gasoline,Manual,Used,16890,101.0,2020
1648,Ford,EcoSport,Gasoline,Manual,Demonstration,16970,125.0,2020
9434,Renault,Clio,Gasoline,Automatic,Used,16990,131.0,2020
9434,Renault,Clio,Gasoline,Automatic,Used,16990,131.0,2020
10071,Renault,Megane,Gasoline,Manual,Used,16990,140.0,2020
6350,Opel,Corsa,Gasoline,Automatic,Employee's car,16998,101.0,2020
14406,Opel,Corsa,Gasoline,Automatic,Used,17250,131.0,2020
9646,Renault,Clio,Gasoline,Manual,Demonstration,17480,91.0,2020
4929,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,18550,125.0,2020
1707,Ford,Fiesta,Electric/Gasoline,Manual,Employee's car,18950,125.0,2020
11000,Ford,Focus,Gasoline,Automatic,Demonstration,18990,125.0,2020
22487,Skoda,Scala,Diesel,Manual,Used,19270,116.0,2020
7841,Renault,Captur,Gasoline,Automatic,Used,19290,131.0,2020
8873,Renault,Captur,Gasoline,Automatic,Used,19290,131.0,2020
15702,Renault,Captur,Gasoline,Automatic,Used,19290,131.0,2020
13125,Renault,Captur,Gasoline,Automatic,Used,19290,131.0,2020
19075,Ford,Puma,Gasoline,Manual,Employee's car,19350,125.0,2020
15309,Ford,EcoSport,Gasoline,Manual,Used,19450,140.0,2020
25555,Ford,Kuga,Gasoline,Manual,Used,19450,150.0,2020
13934,Ford,Focus,Gasoline,Manual,Used,19950,125.0,2020
23999,Skoda,Scala,Gasoline,Automatic,Used,19970,150.0,2020
10789,Volkswagen,Caddy,Diesel,Manual,Used,24450,102.0,2020
10000,Renault,Megane,Gasoline,Automatic,Demonstration,24660,140.0,2020
7255,Ford,Mondeo,Electric/Gasoline,Automatic,Employee's car,24851,140.0,2020
14000,Volkswagen,Golf,Gasoline,Manual,Used,24874,150.0,2020
3500,Renault,Kadjar,Gasoline,Automatic,Demonstration,24960,159.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,24970,136.0,2020
5300,Renault,Kadjar,Diesel,Automatic,Demonstration,24970,116.0,2020
47140,Ford,Galaxy,Gasoline,Manual,Used,24990,165.0,2020
7000,Renault,Megane,Gasoline,Automatic,Demonstration,25460,140.0,2020
5000,Volkswagen,Golf,Diesel,Manual,Demonstration,25490,116.0,2020
11100,Renault,Kadjar,Diesel,Automatic,Demonstration,25770,116.0,2020
7250,Renault,Kadjar,Diesel,Manual,Demonstration,25970,150.0,2020
2500,Ford,Puma,Electric/Gasoline,Manual,Demonstration,25990,155.0,2020
12817,Renault,Megane,Gasoline,Manual,Used,17489,140.0,2020
20810,Renault,Megane,Gasoline,Manual,Used,17489,140.0,2020
11377,Renault,Clio,Gasoline,Automatic,Used,17489,131.0,2020
19630,Renault,Captur,Gasoline,Manual,Used,17489,101.0,2020
22018,Renault,Megane,Gasoline,Manual,Used,17489,140.0,2020
15522,Renault,Megane,Gasoline,Manual,Used,17591,140.0,2020
1800,Volkswagen,Polo,Gasoline,Manual,Used,17600,95.0,2020
14266,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
11072,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
12699,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
12393,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
11072,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
14266,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
11395,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
12699,Renault,Kangoo,Diesel,Manual,Used,17791,116.0,2020
12652,Renault,Megane,Gasoline,Manual,Used,17791,140.0,2020
10397,Renault,Megane,Diesel,Manual,Used,17791,116.0,2020
2244,Opel,Corsa,Gasoline,Automatic,Used,17950,131.0,2020
23999,Skoda,Scala,Gasoline,Automatic,Used,19970,150.0,2020
19239,Ford,Kuga,Gasoline,Manual,Used,20450,150.0,2020
29453,Skoda,Kamiq,Gasoline,Manual,Used,20450,150.0,2020
23330,Volkswagen,T-Roc,Gasoline,Manual,Used,20470,116.0,2020
10500,Volkswagen,Golf Variant,Gasoline,Automatic,Used,20470,150.0,2020
25720,Volkswagen,Golf Variant,Gasoline,Automatic,Used,20740,150.0,2020
4670,Volkswagen,T-Cross,Gasoline,Automatic,Employee's car,20930,116.0,2020
31407,Skoda,Kamiq,Gasoline,Manual,Used,20950,150.0,2020
19660,Skoda,Kamiq,Gasoline,Manual,Used,20950,150.0,2020
23930,Skoda,Octavia,Gasoline,Manual,Employee's car,21350,150.0,2020
19610,Skoda,Octavia,Gasoline,Manual,Employee's car,21350,150.0,2020
6500,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,21450,116.0,2020
2500,Renault,ZOE,Electric,Automatic,Demonstration,26250,136.0,2020
3350,Ford,Focus,Diesel,Automatic,Used,26490,150.0,2020
7500,Renault,ZOE,Electric,Automatic,Demonstration,26710,136.0,2020
999,Renault,Kadjar,Gasoline,Automatic,Demonstration,27130,159.0,2020
3800,Renault,Kadjar,Gasoline,Automatic,Demonstration,27170,159.0,2020
13200,Renault,Kadjar,Diesel,Manual,Demonstration,27170,150.0,2020
15712,Volkswagen,T-Roc,Gasoline,Manual,Used,27351,150.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,27410,136.0,2020
7500,Renault,ZOE,Electric,Automatic,Demonstration,27410,136.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,27410,150.0,2020
5000,Volkswagen,Golf Variant,Diesel,Automatic,Used,27420,150.0,2020
999,Renault,ZOE,Electric,Automatic,Demonstration,27490,69.0,2020
3420,Volkswagen,T-Cross,Gasoline,Automatic,Used,21740,116.0,2020
18530,Volkswagen,Golf Sportsvan,Gasoline,Automatic,Used,21740,150.0,2020
2650,Ford,Puma,Electric/Gasoline,Manual,Employee's car,21950,125.0,2020
1001,Renault,ZOE,Electric,Automatic,Demonstration,21980,135.0,2020
10281,Ford,Kuga,Gasoline,Manual,Used,22450,150.0,2020
8189,Volkswagen,Golf,Gasoline,Manual,Used,22630,131.0,2020
19705,Ford,Kuga,Gasoline,Manual,Used,22950,150.0,2020
9770,Volkswagen,Golf Variant,Diesel,Automatic,Used,23740,150.0,2020
6220,Volkswagen,T-Cross,Gasoline,Automatic,Used,23740,116.0,2020
10000,Volkswagen,Tiguan,Gasoline,Automatic,Employee's car,27720,150.0,2020
9730,Ford,Kuga,Diesel,Automatic,Used,27784,150.0,2020
8572,Volkswagen,Golf,Diesel,Automatic,Used,27977,150.0,2020
18750,Renault,Koleos,Diesel,Automatic,Used,27990,150.0,2020
50,Volkswagen,Tiguan,Gasoline,Automatic,Pre-registered,28444,150.0,2020
9990,Renault,Kadjar,Diesel,Manual,Demonstration,28860,150.0,2020
1948,Ford,Kuga,Diesel,Manual,Used,28990,150.0,2020
16034,Skoda,Kodiaq,Diesel,Automatic,Employee's car,29186,150.0,2020
8481,Volkswagen,Golf,Diesel,Automatic,Used,29451,150.0,2020
5000,Volkswagen,T-Roc,Gasoline,Automatic,Used,29944,190.0,2020
11220,Opel,Crossland,Gasoline,Manual,Used,18650,110.0,2020
17800,Volkswagen,Polo,Gasoline,Manual,Employee's car,18679,95.0,2020
9000,Skoda,Scala,Gasoline,Automatic,Demonstration,18744,116.0,2020
2500,Skoda,Scala,Gasoline,Automatic,Used,18744,116.0,2020
1000,Renault,Clio,Electric/Gasoline,Automatic,Used,18790,91.0,2020
14022,Renault,Megane,Gasoline,Automatic,Used,18790,140.0,2020
8620,Opel,Corsa,Gasoline,Automatic,Used,18850,131.0,2020
10,Opel,Astra,Diesel,Manual,Used,18850,122.0,2020
14196,Renault,Megane,Gasoline,Automatic,Used,18890,140.0,2020
12511,Renault,Clio,Gasoline,Manual,Demonstration,18980,91.0,2020
13701,Renault,Megane,Diesel,Manual,Used,19490,116.0,2020
19240,Skoda,Octavia,Gasoline,Manual,Employee's car,19490,150.0,2020
12970,Renault,Megane,Diesel,Manual,Used,19490,116.0,2020
10500,Volkswagen,Caddy,Diesel,Manual,Used,19500,102.0,2020
52,Volkswagen,Polo,Gasoline,Automatic,Employee's car,19594,95.0,2020
10000,Volkswagen,Golf Sportsvan,Gasoline,Manual,Used,19679,116.0,2020
27800,Volkswagen,Golf Variant,Gasoline,Manual,Used,19780,116.0,2020
10942,Renault,Megane,Gasoline,Manual,Used,19790,140.0,2020
1297,Ford,Puma,Electric/Gasoline,Manual,Employee's car,23950,155.0,2020
4302,Ford,Focus,Diesel,Manual,Employee's car,23950,150.0,2020
9242,Ford,Focus,Diesel,Manual,Employee's car,23950,150.0,2020
5005,Volkswagen,T-Cross,Gasoline,Automatic,Used,23970,116.0,2020
9403,Ford,Focus,Diesel,Automatic,Employee's car,24250,150.0,2020
8760,Ford,Focus,Diesel,Automatic,Employee's car,24350,150.0,2020
8295,Ford,Focus,Diesel,Automatic,Used,24450,150.0,2020
8505,Ford,Kuga,Gasoline,Manual,Employee's car,24550,150.0,2020
7274,Ford,Focus,Electric/Gasoline,Manual,Employee's car,24550,155.0,2020
10300,Ford,Focus,Gasoline,Automatic,Employee's car,24950,150.0,2020
10000,Volkswagen,Golf Sportsvan,Diesel,Automatic,Used,30397,150.0,2020
10000,Volkswagen,T-Roc,Diesel,Automatic,Used,30987,150.0,2020
19781,Volkswagen,Golf,Gasoline,Automatic,Employee's car,31440,245.0,2020
20200,Ford,Tourneo Custom,Diesel,Automatic,Used,31450,131.0,2020
8071,Renault,Koleos,Diesel,Automatic,Used,31490,190.0,2020
6620,Renault,Captur,Gasoline,Automatic,Used,19790,131.0,2020
5000,Skoda,Karoq,Diesel,Manual,Demonstration,19870,116.0,2020
13073,Renault,Captur,Gasoline,Automatic,Used,19890,131.0,2020
6920,Ford,Puma,Gasoline,Manual,Used,19900,125.0,2020
150,Skoda,Scala,Gasoline,Manual,Pre-registered,19979,116.0,2020
9443,Renault,Captur,Gasoline,Automatic,Used,19990,131.0,2020
10527,Renault,Megane,Gasoline,Manual,Used,19990,140.0,2020
4,Volkswagen,Golf,Gasoline,Manual,Pre-registered,19990,110.0,2020
9500,Renault,Clio,Gasoline,Manual,Demonstration,20080,91.0,2020
4800,Skoda,Scala,CNG,Manual,Demonstration,20439,90.0,2020
100,Renault,Clio,Gasoline,Manual,Pre-registered,20580,91.0,2020
13911,Ford,Mondeo,Electric/Gasoline,Automatic,Employee's car,24950,140.0,2020
8144,Ford,Focus,Diesel,Automatic,Employee's car,24950,150.0,2020
3974,Volkswagen,Golf,Gasoline,Manual,Employee's car,24990,131.0,2020
22026,Ford,Focus,Diesel,Automatic,Employee's car,25550,150.0,2020
22609,Skoda,Fabia,Gasoline,Manual,Employee's car,25990,150.0,2020
21947,Skoda,Fabia,Gasoline,Manual,Employee's car,25990,150.0,2020
3170,Volkswagen,T-Roc,Gasoline,Automatic,Used,26240,150.0,2020
7405,Volkswagen,Golf,Gasoline,Manual,Employee's car,26390,131.0,2020
14246,Volkswagen,Passat Variant,Gasoline,Automatic,Used,26450,150.0,2020
1600,Volkswagen,T-Cross,Gasoline,Automatic,Used,26740,150.0,2020
20620,Volkswagen,Passat Variant,Diesel,Automatic,Used,26970,150.0,2020
18285,Ford,Galaxy,Gasoline,Manual,Employee's car,27250,165.0,2020
17482,Skoda,Octavia,Diesel,Automatic,Employee's car,27990,150.0,2020
19212,Skoda,Octavia,Diesel,Automatic,Employee's car,27990,150.0,2020
27464,Volkswagen,Crafter,Diesel,Manual,Used,33650,177.0,2020
16000,Renault,Talisman,Diesel,Automatic,Demonstration,33970,200.0,2020
